station_id,site,station,date,year,month,day,bom_rainfall,nasa_rainfall,era5_rainfall
23867,Montacute,Ashton,08-03-2024,2024,3,8,0,0,0.0004
23867,Montacute,Ashton,07-03-2024,2024,3,7,0,0,0.0009
23867,Montacute,Ashton,06-03-2024,2024,3,6,0,0,0.0004
23867,Montacute,Ashton,05-03-2024,2024,3,5,0,0,0.0017
23867,Montacute,Ashton,04-03-2024,2024,3,4,0,0,0.0026
23867,Montacute,Ashton,03-03-2024,2024,3,3,0,0.02,0.0017
23867,Montacute,Ashton,02-03-2024,2024,3,2,0,2.88,0.0017
23867,Montacute,Ashton,01-03-2024,2024,3,1,0,4.64,2.9259
23867,Montacute,Ashton,29-02-2024,2024,2,29,0,3.33,0.0013
23867,Montacute,Ashton,28-02-2024,2024,2,28,0,0,0.0273
23867,Montacute,Ashton,27-02-2024,2024,2,27,0,0,0.0472
23867,Montacute,Ashton,26-02-2024,2024,2,26,0,0,0.0017
23867,Montacute,Ashton,25-02-2024,2024,2,25,0,0,0.0009
23867,Montacute,Ashton,24-02-2024,2024,2,24,0,0,0.0008
23867,Montacute,Ashton,23-02-2024,2024,2,23,0,0,0.0024
23867,Montacute,Ashton,22-02-2024,2024,2,22,0,0,0.0192
23867,Montacute,Ashton,21-02-2024,2024,2,21,0,0,0.0025
23867,Montacute,Ashton,20-02-2024,2024,2,20,0,0,0.161
23867,Montacute,Ashton,19-02-2024,2024,2,19,0,0,0.0017
23867,Montacute,Ashton,18-02-2024,2024,2,18,0,0,0
23867,Montacute,Ashton,17-02-2024,2024,2,17,0,0,0.0017
23867,Montacute,Ashton,16-02-2024,2024,2,16,0,0,0
23867,Montacute,Ashton,15-02-2024,2024,2,15,0,0,0.0009
23867,Montacute,Ashton,14-02-2024,2024,2,14,0,0.01,0.0017
23867,Montacute,Ashton,13-02-2024,2024,2,13,0,0,0.0007
23867,Montacute,Ashton,12-02-2024,2024,2,12,0,0,0.0017
23867,Montacute,Ashton,11-02-2024,2024,2,11,0,0,0
23867,Montacute,Ashton,10-02-2024,2024,2,10,0,0,0.0009
23867,Montacute,Ashton,09-02-2024,2024,2,9,0,0,0.0013
23867,Montacute,Ashton,08-02-2024,2024,2,8,0,0,0
23867,Montacute,Ashton,07-02-2024,2024,2,7,0,0,0.0013
23867,Montacute,Ashton,06-02-2024,2024,2,6,0,0,0.0009
23867,Montacute,Ashton,05-02-2024,2024,2,5,0,3.33,0.4972
23867,Montacute,Ashton,04-02-2024,2024,2,4,0,0.49,0.0356
23867,Montacute,Ashton,03-02-2024,2024,2,3,0,0,0.0017
23867,Montacute,Ashton,02-02-2024,2024,2,2,0,0,0.0012
23867,Montacute,Ashton,01-02-2024,2024,2,1,0,0,0.0039
23867,Montacute,Ashton,31-01-2024,2024,1,31,0,0,0.0004
23867,Montacute,Ashton,30-01-2024,2024,1,30,0,0,0.004
23867,Montacute,Ashton,29-01-2024,2024,1,29,0,0,0.0021
23867,Montacute,Ashton,28-01-2024,2024,1,28,0.2,0,0.0004
23867,Montacute,Ashton,27-01-2024,2024,1,27,0,0,0.0006
23867,Montacute,Ashton,26-01-2024,2024,1,26,24.4,0,0.0001
23867,Montacute,Ashton,25-01-2024,2024,1,25,0,0.31,12.2585
23867,Montacute,Ashton,24-01-2024,2024,1,24,1.8,0,0.6016
23867,Montacute,Ashton,23-01-2024,2024,1,23,0,0,0.168
23867,Montacute,Ashton,22-01-2024,2024,1,22,0,0,0.0017
23867,Montacute,Ashton,21-01-2024,2024,1,21,0,0,0
23867,Montacute,Ashton,20-01-2024,2024,1,20,0,0,0.0024
23867,Montacute,Ashton,19-01-2024,2024,1,19,0,0,0
23867,Montacute,Ashton,18-01-2024,2024,1,18,0,0.02,0.0025
23867,Montacute,Ashton,17-01-2024,2024,1,17,10,0.08,0.0031
23867,Montacute,Ashton,16-01-2024,2024,1,16,0,0.11,8.3157
23867,Montacute,Ashton,15-01-2024,2024,1,15,0,0,0
23867,Montacute,Ashton,14-01-2024,2024,1,14,0,0,0.0009
23867,Montacute,Ashton,13-01-2024,2024,1,13,0,0.41,0
23867,Montacute,Ashton,12-01-2024,2024,1,12,0,0.54,0
23867,Montacute,Ashton,11-01-2024,2024,1,11,0,0,0
23867,Montacute,Ashton,10-01-2024,2024,1,10,0,0,0.0017
23867,Montacute,Ashton,09-01-2024,2024,1,9,0.2,0,0.0013
23867,Montacute,Ashton,08-01-2024,2024,1,8,0.2,5.71,0.0693
23867,Montacute,Ashton,07-01-2024,2024,1,7,15.8,23.22,6.379
23867,Montacute,Ashton,06-01-2024,2024,1,6,0,8.36,9.6027
23867,Montacute,Ashton,05-01-2024,2024,1,5,0,0,0.2122
23867,Montacute,Ashton,04-01-2024,2024,1,4,0.4,0.09,0.1414
23867,Montacute,Ashton,03-01-2024,2024,1,3,0.2,1.83,5.9734
23867,Montacute,Ashton,02-01-2024,2024,1,2,0,0,0.4468
23867,Montacute,Ashton,01-01-2024,2024,1,1,0,0,0.0009
23867,Montacute,Ashton,31-12-2023,2023,12,31,0,0,0.0009
23867,Montacute,Ashton,30-12-2023,2023,12,30,0,0,0.0043
23867,Montacute,Ashton,29-12-2023,2023,12,29,0.2,0,0.0085
23867,Montacute,Ashton,28-12-2023,2023,12,28,0.2,0,2.5713
23867,Montacute,Ashton,27-12-2023,2023,12,27,0.4,0.01,0.008
23867,Montacute,Ashton,26-12-2023,2023,12,26,11.8,0.28,0.3908
23867,Montacute,Ashton,25-12-2023,2023,12,25,0,0.41,1.1151
23867,Montacute,Ashton,24-12-2023,2023,12,24,0,0.25,1.748
23867,Montacute,Ashton,23-12-2023,2023,12,23,0,0,0.0041
23867,Montacute,Ashton,22-12-2023,2023,12,22,0,0,0.0123
23867,Montacute,Ashton,21-12-2023,2023,12,21,0,0,0
23867,Montacute,Ashton,20-12-2023,2023,12,20,0,0,0.0004
23867,Montacute,Ashton,19-12-2023,2023,12,19,0,0,0
23867,Montacute,Ashton,18-12-2023,2023,12,18,0,0,0.8057
23867,Montacute,Ashton,17-12-2023,2023,12,17,0.4,0,0.1967
23867,Montacute,Ashton,16-12-2023,2023,12,16,1.2,0,0.0019
23867,Montacute,Ashton,15-12-2023,2023,12,15,0,0,0.0207
23867,Montacute,Ashton,14-12-2023,2023,12,14,6.4,0.02,0.8643
