date,station_id,site,station,year,month,day,Tmin_bom,Tmax_bom,tmp_bom,tmp_nasa,tmp_era5
22-09-2024,85291,Walhalla,Mount Baw Baw,2024,9,22,-0.4,4.5,2.05,12.62,8.959732946
21-09-2024,85291,Walhalla,Mount Baw Baw,2024,9,21,-1.3,2.1,0.4,10.1,7.271693166
20-09-2024,85291,Walhalla,Mount Baw Baw,2024,9,20,-2.1,2.1,0,9.38,5.98420105
19-09-2024,85291,Walhalla,Mount Baw Baw,2024,9,19,-0.5,1.4,0.45,9.52,5.4754673
18-09-2024,85291,Walhalla,Mount Baw Baw,2024,9,18,-0.8,5.3,2.25,11.14,7.58127238
17-09-2024,85291,Walhalla,Mount Baw Baw,2024,9,17,-0.9,3.7,1.4,8.94,6.641718165
16-09-2024,85291,Walhalla,Mount Baw Baw,2024,9,16,-3.8,0.5,-1.65,7.85,5.045197423
15-09-2024,85291,Walhalla,Mount Baw Baw,2024,9,15,-4.8,-0.5,-2.65,6.28,3.336577988
14-09-2024,85291,Walhalla,Mount Baw Baw,2024,9,14,-2,-1.5,-1.75,6.41,0.968518194
13-09-2024,85291,Walhalla,Mount Baw Baw,2024,9,13,-1.7,5.9,2.1,9.84,7.012743251
11-09-2024,85291,Walhalla,Mount Baw Baw,2024,9,11,4.4,10.3,7.35,12.33,8.134968694
10-09-2024,85291,Walhalla,Mount Baw Baw,2024,9,10,-0.9,11.4,5.25,11.89,10.0426562
09-09-2024,85291,Walhalla,Mount Baw Baw,2024,9,9,-0.6,6.3,2.85,10.71,7.292005157
08-09-2024,85291,Walhalla,Mount Baw Baw,2024,9,8,0.1,4.3,2.2,11.62,7.96514918
07-09-2024,85291,Walhalla,Mount Baw Baw,2024,9,7,-1.2,6.7,2.75,11.38,8.320292409
06-09-2024,85291,Walhalla,Mount Baw Baw,2024,9,6,4.4,13.3,8.85,17.41,11.16783485
05-09-2024,85291,Walhalla,Mount Baw Baw,2024,9,5,3.1,11.2,7.15,17.05,14.78455887
04-09-2024,85291,Walhalla,Mount Baw Baw,2024,9,4,-0.5,8.6,4.05,10.95,12.05845858
03-09-2024,85291,Walhalla,Mount Baw Baw,2024,9,3,-3.9,5.8,0.95,9.25,6.119365946
02-09-2024,85291,Walhalla,Mount Baw Baw,2024,9,2,-3.5,-0.4,-1.95,9.03,3.220728811
01-09-2024,85291,Walhalla,Mount Baw Baw,2024,9,1,0.9,4.8,2.85,12.88,8.146264648
31-08-2024,85291,Walhalla,Mount Baw Baw,2024,8,31,0.4,4.3,2.35,11.84,8.183393097
30-08-2024,85291,Walhalla,Mount Baw Baw,2024,8,30,-0.3,5,2.35,13.16,7.918354289
29-08-2024,85291,Walhalla,Mount Baw Baw,2024,8,29,-2.1,4.4,1.15,10.58,8.904720561
28-08-2024,85291,Walhalla,Mount Baw Baw,2024,8,28,0.7,3.4,2.05,11.8,5.383002218
27-08-2024,85291,Walhalla,Mount Baw Baw,2024,8,27,1.6,6.9,4.25,13.62,11.33097992
26-08-2024,85291,Walhalla,Mount Baw Baw,2024,8,26,1.2,4,2.6,11.89,8.940973536
25-08-2024,85291,Walhalla,Mount Baw Baw,2024,8,25,5,10,7.5,14.46,10.48935343
24-08-2024,85291,Walhalla,Mount Baw Baw,2024,8,24,3.2,10.3,6.75,15.03,10.57424062
23-08-2024,85291,Walhalla,Mount Baw Baw,2024,8,23,0.3,7.9,4.1,11.4,10.53772507
22-08-2024,85291,Walhalla,Mount Baw Baw,2024,8,22,-0.3,4.7,2.2,11.33,6.900824483
21-08-2024,85291,Walhalla,Mount Baw Baw,2024,8,21,2.8,3.6,3.2,12.51,8.262210464
20-08-2024,85291,Walhalla,Mount Baw Baw,2024,8,20,2.6,4.9,3.75,10.94,9.455250676
19-08-2024,85291,Walhalla,Mount Baw Baw,2024,8,19,1.3,7.9,4.6,9.65,7.663852946
17-08-2024,85291,Walhalla,Mount Baw Baw,2024,8,17,-0.2,2.9,1.35,9.77,6.657491938
16-08-2024,85291,Walhalla,Mount Baw Baw,2024,8,16,4.6,6.8,5.7,12.12,8.31667099
15-08-2024,85291,Walhalla,Mount Baw Baw,2024,8,15,5.1,12.5,8.8,13.59,9.895730591
14-08-2024,85291,Walhalla,Mount Baw Baw,2024,8,14,3.4,9.9,6.65,13.13,9.295967992
13-08-2024,85291,Walhalla,Mount Baw Baw,2024,8,13,3.1,8.1,5.6,11.84,8.838316218
12-08-2024,85291,Walhalla,Mount Baw Baw,2024,8,12,4.3,11.2,7.75,11.15,8.706541951
11-08-2024,85291,Walhalla,Mount Baw Baw,2024,8,11,2,10.8,6.4,10.38,6.996919886
10-08-2024,85291,Walhalla,Mount Baw Baw,2024,8,10,-0.1,7.1,3.5,10.08,5.72311554
09-08-2024,85291,Walhalla,Mount Baw Baw,2024,8,9,0.6,4.3,2.45,10.35,6.154337819
08-08-2024,85291,Walhalla,Mount Baw Baw,2024,8,8,-0.2,4.6,2.2,8.34,7.650299962
07-08-2024,85291,Walhalla,Mount Baw Baw,2024,8,7,-0.7,3.8,1.55,9.27,6.225949224
06-08-2024,85291,Walhalla,Mount Baw Baw,2024,8,6,-1.7,1.2,-0.25,8.2,5.59732399
05-08-2024,85291,Walhalla,Mount Baw Baw,2024,8,5,-0.6,1.6,0.5,7.43,3.92634608
04-08-2024,85291,Walhalla,Mount Baw Baw,2024,8,4,-1.2,5,1.9,7.69,4.384058253
03-08-2024,85291,Walhalla,Mount Baw Baw,2024,8,3,-0.3,3.2,1.45,7.44,4.293688711
02-08-2024,85291,Walhalla,Mount Baw Baw,2024,8,2,0.5,6.1,3.3,7.25,5.007613754
01-08-2024,85291,Walhalla,Mount Baw Baw,2024,8,1,0.7,7.6,4.15,7.08,3.375711695
31-07-2024,85291,Walhalla,Mount Baw Baw,2024,7,31,-0.7,8.8,4.05,5.68,3.628530757
30-07-2024,85291,Walhalla,Mount Baw Baw,2024,7,30,-6,6,0,6.04,2.621524429
29-07-2024,85291,Walhalla,Mount Baw Baw,2024,7,29,-4,0,-2,5.73,2.828567123
28-07-2024,85291,Walhalla,Mount Baw Baw,2024,7,28,-4.6,-1.9,-3.25,5.13,0.602360662
27-07-2024,85291,Walhalla,Mount Baw Baw,2024,7,27,-0.1,3.2,1.55,7.97,3.182033157
26-07-2024,85291,Walhalla,Mount Baw Baw,2024,7,26,-2.6,4.5,0.95,9.03,6.494320806
25-07-2024,85291,Walhalla,Mount Baw Baw,2024,7,25,0.8,2.2,1.5,10.21,5.697303391
24-07-2024,85291,Walhalla,Mount Baw Baw,2024,7,24,-0.1,3.1,1.5,11.05,8.617545064
23-07-2024,85291,Walhalla,Mount Baw Baw,2024,7,23,0.8,4.8,2.8,11.01,8.280744807
22-07-2024,85291,Walhalla,Mount Baw Baw,2024,7,22,-0.4,3.2,1.4,11.37,7.543570455
21-07-2024,85291,Walhalla,Mount Baw Baw,2024,7,21,-2,2.2,0.1,8.41,6.420673625
20-07-2024,85291,Walhalla,Mount Baw Baw,2024,7,20,-2.6,0,-1.3,7.65,3.030061976
19-07-2024,85291,Walhalla,Mount Baw Baw,2024,7,19,-3.5,0,-1.75,7.81,4.325641886
18-07-2024,85291,Walhalla,Mount Baw Baw,2024,7,18,-3.1,-1.1,-2.1,6.09,3.283899562
17-07-2024,85291,Walhalla,Mount Baw Baw,2024,7,17,-1.3,1.9,0.3,7.19,4.459184265
16-07-2024,85291,Walhalla,Mount Baw Baw,2024,7,16,-2.6,2.4,-0.1,8.65,3.852950033
15-07-2024,85291,Walhalla,Mount Baw Baw,2024,7,15,-3.1,1.5,-0.8,6.35,3.555734889
11-07-2024,85291,Walhalla,Mount Baw Baw,2024,7,11,0.7,2.6,1.65,7.71,6.663011805
10-07-2024,85291,Walhalla,Mount Baw Baw,2024,7,10,1.3,6.5,3.9,8.07,5.623544312
09-07-2024,85291,Walhalla,Mount Baw Baw,2024,7,9,2,3.1,2.55,8.81,6.099934514
08-07-2024,85291,Walhalla,Mount Baw Baw,2024,7,8,1.1,5.1,3.1,9.15,7.185426966
07-07-2024,85291,Walhalla,Mount Baw Baw,2024,7,7,2,8.2,5.1,6.06,4.466252263
06-07-2024,85291,Walhalla,Mount Baw Baw,2024,7,6,3.5,9.3,6.4,5.11,3.386684672
05-07-2024,85291,Walhalla,Mount Baw Baw,2024,7,5,-0.1,9,4.45,7.33,5.202121989
04-07-2024,85291,Walhalla,Mount Baw Baw,2024,7,4,-1.1,4.2,1.55,7.73,5.548404312
03-07-2024,85291,Walhalla,Mount Baw Baw,2024,7,3,-3.6,1.4,-1.1,4.4,3.834193166
02-07-2024,85291,Walhalla,Mount Baw Baw,2024,7,2,-5.4,1.8,-1.8,4.18,1.643015798
01-07-2024,85291,Walhalla,Mount Baw Baw,2024,7,1,-4.6,-2.3,-3.45,4.85,2.159106191
30-06-2024,85291,Walhalla,Mount Baw Baw,2024,6,30,-2.7,-1.3,-2,6.03,1.830489095
29-06-2024,85291,Walhalla,Mount Baw Baw,2024,6,29,0.7,2.4,1.55,9.19,4.082165655
28-06-2024,85291,Walhalla,Mount Baw Baw,2024,6,28,-1.9,3.2,0.65,8.87,7.983573532
27-06-2024,85291,Walhalla,Mount Baw Baw,2024,6,27,-0.8,0.8,0,9.01,4.941400146
26-06-2024,85291,Walhalla,Mount Baw Baw,2024,6,26,-0.8,0.8,0,8.83,5.189200338
25-06-2024,85291,Walhalla,Mount Baw Baw,2024,6,25,-1.7,1.3,-0.2,9.03,4.656419373
24-06-2024,85291,Walhalla,Mount Baw Baw,2024,6,24,-0.2,4.8,2.3,6.24,4.453731155
23-06-2024,85291,Walhalla,Mount Baw Baw,2024,6,23,-2.3,8.1,2.9,6.94,3.13517278
22-06-2024,85291,Walhalla,Mount Baw Baw,2024,6,22,-2.3,2.8,0.25,7.53,3.089943822
21-06-2024,85291,Walhalla,Mount Baw Baw,2024,6,21,-2.2,1.3,-0.45,6.36,3.910970942
20-06-2024,85291,Walhalla,Mount Baw Baw,2024,6,20,-2.5,2.2,-0.15,5.97,2.062946574
19-06-2024,85291,Walhalla,Mount Baw Baw,2024,6,19,-2.8,2.9,0.05,5.74,1.639675395
18-06-2024,85291,Walhalla,Mount Baw Baw,2024,6,18,-4.2,3.8,-0.2,6.37,2.296265539
17-06-2024,85291,Walhalla,Mount Baw Baw,2024,6,17,-2.3,-0.1,-1.2,6.65,3.935716883
16-06-2024,85291,Walhalla,Mount Baw Baw,2024,6,16,-3,-0.5,-1.75,6.92,3.560895538
15-06-2024,85291,Walhalla,Mount Baw Baw,2024,6,15,-0.4,2.3,0.95,7.4,3.959501521
14-06-2024,85291,Walhalla,Mount Baw Baw,2024,6,14,-2.7,1.1,-0.8,7.35,5.639809545
13-06-2024,85291,Walhalla,Mount Baw Baw,2024,6,13,-2.5,-0.1,-1.3,6.55,4.49892451
12-06-2024,85291,Walhalla,Mount Baw Baw,2024,6,12,-2.3,-0.8,-1.55,8.12,3.31639061
11-06-2024,85291,Walhalla,Mount Baw Baw,2024,6,11,-1.2,3,0.9,10.01,5.495549774
10-06-2024,85291,Walhalla,Mount Baw Baw,2024,6,10,-1.5,3.9,1.2,8.3,6.939344025
09-06-2024,85291,Walhalla,Mount Baw Baw,2024,6,9,0.1,3.3,1.7,8.94,4.868920898
08-06-2024,85291,Walhalla,Mount Baw Baw,2024,6,8,1.4,9.9,5.65,9.45,7.828221258
07-06-2024,85291,Walhalla,Mount Baw Baw,2024,6,7,1.4,5.5,3.45,10.33,7.545547104
06-06-2024,85291,Walhalla,Mount Baw Baw,2024,6,6,1.6,3.7,2.65,10.33,8.050585683
05-06-2024,85291,Walhalla,Mount Baw Baw,2024,6,5,-0.3,4.1,1.9,8.55,6.837673442
04-06-2024,85291,Walhalla,Mount Baw Baw,2024,6,4,-0.7,3.8,1.55,8.7,5.849964396
03-06-2024,85291,Walhalla,Mount Baw Baw,2024,6,3,-2.2,1,-0.6,7.73,5.577172852
02-06-2024,85291,Walhalla,Mount Baw Baw,2024,6,2,-2.8,0.2,-1.3,7.17,3.731084442
01-06-2024,85291,Walhalla,Mount Baw Baw,2024,6,1,-1.2,1.8,0.3,8.82,4.519872284
31-05-2024,85291,Walhalla,Mount Baw Baw,2024,5,31,1.9,4,2.95,12.55,6.490291214
30-05-2024,85291,Walhalla,Mount Baw Baw,2024,5,30,5.3,7.8,6.55,16.04,10.70981687
29-05-2024,85291,Walhalla,Mount Baw Baw,2024,5,29,5.6,11.2,8.4,12.04,12.04480769
28-05-2024,85291,Walhalla,Mount Baw Baw,2024,5,28,2.7,13.4,8.05,12.02,8.276981608
27-05-2024,85291,Walhalla,Mount Baw Baw,2024,5,27,0.9,9.5,5.2,9.76,7.42451884
26-05-2024,85291,Walhalla,Mount Baw Baw,2024,5,26,2.4,7.4,4.9,9.44,5.858045197
25-05-2024,85291,Walhalla,Mount Baw Baw,2024,5,25,1.9,9.8,5.85,9.33,6.631593323
24-05-2024,85291,Walhalla,Mount Baw Baw,2024,5,24,0.2,8.9,4.55,8.96,6.598821894
23-05-2024,85291,Walhalla,Mount Baw Baw,2024,5,23,0.7,5.7,3.2,9.04,6.436678823
22-05-2024,85291,Walhalla,Mount Baw Baw,2024,5,22,0.3,8.4,4.35,7.97,5.809562937
21-05-2024,85291,Walhalla,Mount Baw Baw,2024,5,21,-0.9,6.1,2.6,8.75,6.441544469
20-05-2024,85291,Walhalla,Mount Baw Baw,2024,5,20,-0.3,2.7,1.2,9.94,6.530669785
19-05-2024,85291,Walhalla,Mount Baw Baw,2024,5,19,-4.8,3.3,-0.75,7.94,5.962485886
18-05-2024,85291,Walhalla,Mount Baw Baw,2024,5,18,-3.7,0.7,-1.5,7.04,3.396713511
17-05-2024,85291,Walhalla,Mount Baw Baw,2024,5,17,3.1,3.6,3.35,9.57,4.921823756
16-05-2024,85291,Walhalla,Mount Baw Baw,2024,5,16,2.3,11.2,6.75,10.85,8.744287745
15-05-2024,85291,Walhalla,Mount Baw Baw,2024,5,15,0.7,8.8,4.75,9.86,7.579965846
14-05-2024,85291,Walhalla,Mount Baw Baw,2024,5,14,0.1,7.1,3.6,10.9,6.615896479
13-05-2024,85291,Walhalla,Mount Baw Baw,2024,5,13,5,8.9,6.95,13.54,9.787953949
12-05-2024,85291,Walhalla,Mount Baw Baw,2024,5,12,3.4,11.2,7.3,13.77,9.576373672
11-05-2024,85291,Walhalla,Mount Baw Baw,2024,5,11,4,6.6,5.3,12.71,9.014827983
10-05-2024,85291,Walhalla,Mount Baw Baw,2024,5,10,4.5,6.8,5.65,12.82,9.685078557
09-05-2024,85291,Walhalla,Mount Baw Baw,2024,5,9,3.8,11.6,7.7,13.2,10.30550982
08-05-2024,85291,Walhalla,Mount Baw Baw,2024,5,8,2.9,11.2,7.05,12.2,9.300663249
07-05-2024,85291,Walhalla,Mount Baw Baw,2024,5,7,2.4,8.5,5.45,11.38,9.144602076
06-05-2024,85291,Walhalla,Mount Baw Baw,2024,5,6,2.3,9.1,5.7,12.22,8.93704567
05-05-2024,85291,Walhalla,Mount Baw Baw,2024,5,5,3.3,8.6,5.95,12.88,9.303064601
04-05-2024,85291,Walhalla,Mount Baw Baw,2024,5,4,1.5,10.5,6,10.84,9.079316076
03-05-2024,85291,Walhalla,Mount Baw Baw,2024,5,3,1.4,8.5,4.95,10.17,7.955157216
02-05-2024,85291,Walhalla,Mount Baw Baw,2024,5,2,0.9,8.9,4.9,10.27,7.921101507
01-05-2024,85291,Walhalla,Mount Baw Baw,2024,5,1,-0.6,7.4,3.4,9.52,7.785214361
30-04-2024,85291,Walhalla,Mount Baw Baw,2024,4,30,-1.3,2.7,0.7,8.87,6.349519348
29-04-2024,85291,Walhalla,Mount Baw Baw,2024,4,29,5,5.1,5.05,11.96,7.301878866
28-04-2024,85291,Walhalla,Mount Baw Baw,2024,4,28,4.3,9.2,6.75,12.99,10.88921127
27-04-2024,85291,Walhalla,Mount Baw Baw,2024,4,27,0.5,10.2,5.35,11.58,8.915710068
26-04-2024,85291,Walhalla,Mount Baw Baw,2024,4,26,0.7,6.6,3.65,10.99,7.377529399
25-04-2024,85291,Walhalla,Mount Baw Baw,2024,4,25,-0.1,2.6,1.25,10.67,7.072859701
24-04-2024,85291,Walhalla,Mount Baw Baw,2024,4,24,0.1,2,1.05,10.55,6.594208654
23-04-2024,85291,Walhalla,Mount Baw Baw,2024,4,23,8.6,12.3,10.45,16.19,11.7699969
22-04-2024,85291,Walhalla,Mount Baw Baw,2024,4,22,8.4,14.3,11.35,13.72,11.92423592
21-04-2024,85291,Walhalla,Mount Baw Baw,2024,4,21,6.8,12.4,9.6,10.81,9.352084096
20-04-2024,85291,Walhalla,Mount Baw Baw,2024,4,20,0.8,12.4,6.6,11.53,7.772427495
19-04-2024,85291,Walhalla,Mount Baw Baw,2024,4,19,1.8,7.3,4.55,12.13,8.416041311
18-04-2024,85291,Walhalla,Mount Baw Baw,2024,4,18,1.8,4.5,3.15,10.57,8.257501856
17-04-2024,85291,Walhalla,Mount Baw Baw,2024,4,17,3.1,6,4.55,12.42,8.403173701
16-04-2024,85291,Walhalla,Mount Baw Baw,2024,4,16,2.6,7.7,5.15,12.63,9.83657608
15-04-2024,85291,Walhalla,Mount Baw Baw,2024,4,15,4.3,8.8,6.55,13.12,10.0656105
14-04-2024,85291,Walhalla,Mount Baw Baw,2024,4,14,3.3,13.3,8.3,13.13,10.81336174
13-04-2024,85291,Walhalla,Mount Baw Baw,2024,4,13,2,9,5.5,11.96,9.847783025
09-04-2024,85291,Walhalla,Mount Baw Baw,2024,4,9,-0.8,4.4,1.8,10.44,6.997577922
07-04-2024,85291,Walhalla,Mount Baw Baw,2024,4,7,5.9,9,7.45,13.87,10.91991259
06-04-2024,85291,Walhalla,Mount Baw Baw,2024,4,6,5.2,8.4,6.8,14.54,11.84272982
05-04-2024,85291,Walhalla,Mount Baw Baw,2024,4,5,3.4,13,8.2,14.67,12.64653676
04-04-2024,85291,Walhalla,Mount Baw Baw,2024,4,4,1.9,9.5,5.7,12.64,10.24384397
03-04-2024,85291,Walhalla,Mount Baw Baw,2024,4,3,1.9,7.1,4.5,12.13,8.873531596
02-04-2024,85291,Walhalla,Mount Baw Baw,2024,4,2,4.8,6.6,5.7,13.9,10.0624869
01-04-2024,85291,Walhalla,Mount Baw Baw,2024,4,1,11.2,19.8,15.5,21.67,16.90313365
31-03-2024,85291,Walhalla,Mount Baw Baw,2024,3,31,8.1,16.5,12.3,18.8,15.67963943
30-03-2024,85291,Walhalla,Mount Baw Baw,2024,3,30,11.3,17.4,14.35,18.98,15.30462799
29-03-2024,85291,Walhalla,Mount Baw Baw,2024,3,29,10.4,18.6,14.5,18.98,15.78775622
28-03-2024,85291,Walhalla,Mount Baw Baw,2024,3,28,3.4,16.7,10.05,15.05,12.31912766
27-03-2024,85291,Walhalla,Mount Baw Baw,2024,3,27,2.7,11.8,7.25,14.03,11.39066976
26-03-2024,85291,Walhalla,Mount Baw Baw,2024,3,26,7.3,13.4,10.35,14.85,12.47099457
25-03-2024,85291,Walhalla,Mount Baw Baw,2024,3,25,2.3,12.9,7.6,15.33,12.23211505
24-03-2024,85291,Walhalla,Mount Baw Baw,2024,3,24,0.8,10.8,5.8,13.4,11.13040377
23-03-2024,85291,Walhalla,Mount Baw Baw,2024,3,23,2.4,11.3,6.85,14.3,10.09906158
22-03-2024,85291,Walhalla,Mount Baw Baw,2024,3,22,6.4,12.8,9.6,15.21,12.68575885
21-03-2024,85291,Walhalla,Mount Baw Baw,2024,3,21,-1.1,13.8,6.35,13.69,10.5249293
20-03-2024,85291,Walhalla,Mount Baw Baw,2024,3,20,1.4,6.5,3.95,12.5,7.730013784
19-03-2024,85291,Walhalla,Mount Baw Baw,2024,3,19,11.3,16.9,14.1,22.11,15.66849543
17-03-2024,85291,Walhalla,Mount Baw Baw,2024,3,17,9.6,16.4,13,20.8,15.33284849
16-03-2024,85291,Walhalla,Mount Baw Baw,2024,3,16,7.6,14.3,10.95,18.89,15.14681142
15-03-2024,85291,Walhalla,Mount Baw Baw,2024,3,15,6.1,11.3,8.7,17.18,13.21801275
14-03-2024,85291,Walhalla,Mount Baw Baw,2024,3,14,9.6,13,11.3,17.36,13.78353144
13-03-2024,85291,Walhalla,Mount Baw Baw,2024,3,13,12.9,16.3,14.6,20.58,15.28103027
12-03-2024,85291,Walhalla,Mount Baw Baw,2024,3,12,15.7,19.1,17.4,25.21,18.32378476
11-03-2024,85291,Walhalla,Mount Baw Baw,2024,3,11,17.1,22.3,19.7,28.29,21.88547668
10-03-2024,85291,Walhalla,Mount Baw Baw,2024,3,10,16.5,25.2,20.85,29.63,22.76935349
09-03-2024,85291,Walhalla,Mount Baw Baw,2024,3,9,15.5,23.4,19.45,27.83,23.3882061
08-03-2024,85291,Walhalla,Mount Baw Baw,2024,3,8,10.6,22.3,16.45,22.44,19.69022776
07-03-2024,85291,Walhalla,Mount Baw Baw,2024,3,7,10.5,20.9,15.7,19.28,15.52807515
03-03-2024,85291,Walhalla,Mount Baw Baw,2024,3,3,3.5,9.4,6.45,13.44,10.46747042
02-03-2024,85291,Walhalla,Mount Baw Baw,2024,3,2,5.2,9.8,7.5,16.62,11.70991796
01-03-2024,85291,Walhalla,Mount Baw Baw,2024,3,1,10.3,19.3,14.8,21.48,17.45582288
29-02-2024,85291,Walhalla,Mount Baw Baw,2024,2,29,13.1,17.6,15.35,22.06,17.27306201
28-02-2024,85291,Walhalla,Mount Baw Baw,2024,2,28,13.7,23.3,18.5,26.39,22.28771299
27-02-2024,85291,Walhalla,Mount Baw Baw,2024,2,27,7.8,20.9,14.35,21.73,18.83839506
26-02-2024,85291,Walhalla,Mount Baw Baw,2024,2,26,6.6,18.5,12.55,18.23,14.50830358
25-02-2024,85291,Walhalla,Mount Baw Baw,2024,2,25,3.2,18.8,11,21.06,17.5565328
24-02-2024,85291,Walhalla,Mount Baw Baw,2024,2,24,2.7,17.3,10,17.83,14.36837858
12-02-2024,85291,Walhalla,Mount Baw Baw,2024,2,12,13.9,23,18.45,26.42,22.33581632
11-02-2024,85291,Walhalla,Mount Baw Baw,2024,2,11,10,21.4,15.7,23.11,19.76345342
10-02-2024,85291,Walhalla,Mount Baw Baw,2024,2,10,5.6,16.5,11.05,17.98,16.12413559
09-02-2024,85291,Walhalla,Mount Baw Baw,2024,2,9,8.5,15.9,12.2,17.4,14.59479548
08-02-2024,85291,Walhalla,Mount Baw Baw,2024,2,8,4.6,16.6,10.6,18.82,16.21228053
07-02-2024,85291,Walhalla,Mount Baw Baw,2024,2,7,2.3,13.7,8,16.85,13.34067879
06-02-2024,85291,Walhalla,Mount Baw Baw,2024,2,6,2.2,9.9,6.05,15.04,11.0165802
05-02-2024,85291,Walhalla,Mount Baw Baw,2024,2,5,16,17,16.5,19.97,12.79570859
04-02-2024,85291,Walhalla,Mount Baw Baw,2024,2,4,13.4,24.2,18.8,25.6,22.78523089
03-02-2024,85291,Walhalla,Mount Baw Baw,2024,2,3,3.7,21.5,12.6,21.19,19.44390195
02-02-2024,85291,Walhalla,Mount Baw Baw,2024,2,2,3.2,13.5,8.35,15.97,12.59639002
01-02-2024,85291,Walhalla,Mount Baw Baw,2024,2,1,6.6,15.5,11.05,17.76,15.2648229
31-01-2024,85291,Walhalla,Mount Baw Baw,2024,1,31,6.1,16.6,11.35,16.94,14.18648491
30-01-2024,85291,Walhalla,Mount Baw Baw,2024,1,30,9.6,19.2,14.4,20.44,16.66797727
29-01-2024,85291,Walhalla,Mount Baw Baw,2024,1,29,6,18,12,21.41,17.50882111
28-01-2024,85291,Walhalla,Mount Baw Baw,2024,1,28,3.6,18.4,11,19.12,16.3146136
27-01-2024,85291,Walhalla,Mount Baw Baw,2024,1,27,1.5,11.9,6.7,15.98,13.2144371
26-01-2024,85291,Walhalla,Mount Baw Baw,2024,1,26,5.5,7.8,6.65,16.21,11.30174344
25-01-2024,85291,Walhalla,Mount Baw Baw,2024,1,25,13.9,17.8,15.85,20.08,16.10186666
24-01-2024,85291,Walhalla,Mount Baw Baw,2024,1,24,12.1,21.8,16.95,23.69,19.65961291
23-01-2024,85291,Walhalla,Mount Baw Baw,2024,1,23,4.8,20.3,12.55,20.06,19.33119799
22-01-2024,85291,Walhalla,Mount Baw Baw,2024,1,22,2.4,14.3,8.35,16.01,13.75897814
21-01-2024,85291,Walhalla,Mount Baw Baw,2024,1,21,10.7,14.3,12.5,17.28,12.59973742
20-01-2024,85291,Walhalla,Mount Baw Baw,2024,1,20,5.7,15.6,10.65,18.68,17.16238874
19-01-2024,85291,Walhalla,Mount Baw Baw,2024,1,19,3.1,14.4,8.75,15.29,13.18867391
18-01-2024,85291,Walhalla,Mount Baw Baw,2024,1,18,2.2,6.4,4.3,14.01,11.44582456
17-01-2024,85291,Walhalla,Mount Baw Baw,2024,1,17,11.4,12.2,11.8,18.39,12.6036424
16-01-2024,85291,Walhalla,Mount Baw Baw,2024,1,16,8.9,21.1,15,22.15,19.42427279
15-01-2024,85291,Walhalla,Mount Baw Baw,2024,1,15,8.8,14,11.4,18.48,15.62608236
14-01-2024,85291,Walhalla,Mount Baw Baw,2024,1,14,9.3,14.3,11.8,18,15.00524546
13-01-2024,85291,Walhalla,Mount Baw Baw,2024,1,13,13.6,20.2,16.9,20.2,15.4718071
12-01-2024,85291,Walhalla,Mount Baw Baw,2024,1,12,14.3,24.1,19.2,23.6,21.36487541
11-01-2024,85291,Walhalla,Mount Baw Baw,2024,1,11,11.9,21.5,16.7,19.84,18.42941691
10-01-2024,85291,Walhalla,Mount Baw Baw,2024,1,10,9.4,19.6,14.5,20.81,17.63268369
09-01-2024,85291,Walhalla,Mount Baw Baw,2024,1,9,8,17.1,12.55,18.3,16.11286189
08-01-2024,85291,Walhalla,Mount Baw Baw,2024,1,8,12.7,14.3,13.5,19.26,14.34569511
07-01-2024,85291,Walhalla,Mount Baw Baw,2024,1,7,13.2,16.4,14.8,21.27,18.14400571
06-01-2024,85291,Walhalla,Mount Baw Baw,2024,1,6,10.2,20.6,15.4,21.8,19.15784416
05-01-2024,85291,Walhalla,Mount Baw Baw,2024,1,5,9.2,18.1,13.65,20.19,15.33780123
04-01-2024,85291,Walhalla,Mount Baw Baw,2024,1,4,11.6,16.7,14.15,19.9,16.0976724
02-01-2024,85291,Walhalla,Mount Baw Baw,2024,1,2,12,20.4,16.2,20.76,18.19907214
01-01-2024,85291,Walhalla,Mount Baw Baw,2024,1,1,7.5,18.7,13.1,19.6,17.19049161
31-12-2023,85291,Walhalla,Mount Baw Baw,2023,12,31,0.5,14.6,7.55,15.73,13.80449766
30-12-2023,85291,Walhalla,Mount Baw Baw,2023,12,30,2,7.6,4.8,13.06,9.049014664
29-12-2023,85291,Walhalla,Mount Baw Baw,2023,12,29,1.2,11.5,6.35,15.44,11.77146937
28-12-2023,85291,Walhalla,Mount Baw Baw,2023,12,28,8.2,12.2,10.2,17.82,12.87879143
27-12-2023,85291,Walhalla,Mount Baw Baw,2023,12,27,8,16.9,12.45,19.4,15.04110934
26-12-2023,85291,Walhalla,Mount Baw Baw,2023,12,26,8.1,14.8,11.45,17.21,14.94747696
25-12-2023,85291,Walhalla,Mount Baw Baw,2023,12,25,7.6,11,9.3,16.73,13.95812759
24-12-2023,85291,Walhalla,Mount Baw Baw,2023,12,24,7.9,15.5,11.7,17.11,14.35482368
23-12-2023,85291,Walhalla,Mount Baw Baw,2023,12,23,3.9,14.7,9.3,17.05,14.00941366
22-12-2023,85291,Walhalla,Mount Baw Baw,2023,12,22,2.6,11.4,7,15.48,11.90668195
21-12-2023,85291,Walhalla,Mount Baw Baw,2023,12,21,3.6,8.5,6.05,15.16,10.80449702
20-12-2023,85291,Walhalla,Mount Baw Baw,2023,12,20,-0.7,9.7,4.5,13.91,11.04838524
