date,station_id,site,station,year,month,day,Tmin_bom,Tmax_bom,tmp_bom,tmp_nasa,tmp_era5
11-06-2024,26099,Naracoorte,Naracoorte Aerodrome,2024,6,11,9.5,19.1,14.3,13.95,13.00124639
10-06-2024,26099,Naracoorte,Naracoorte Aerodrome,2024,6,10,4.7,17.7,11.2,10.75,14.32240067
09-06-2024,26099,Naracoorte,Naracoorte Aerodrome,2024,6,9,6.4,15.9,11.15,10.2,9.843937174
08-06-2024,26099,Naracoorte,Naracoorte Aerodrome,2024,6,8,1.6,15.9,8.75,9.93,11.10084496
07-06-2024,26099,Naracoorte,Naracoorte Aerodrome,2024,6,7,4.2,15.8,10,9.73,9.478164291
06-06-2024,26099,Naracoorte,Naracoorte Aerodrome,2024,6,6,4.1,16.9,10.5,10.48,10.93022436
05-06-2024,26099,Naracoorte,Naracoorte Aerodrome,2024,6,5,1.6,16.1,8.85,10.02,10.49506276
04-06-2024,26099,Naracoorte,Naracoorte Aerodrome,2024,6,4,2.8,14.7,8.75,8.01,8.496937052
03-06-2024,26099,Naracoorte,Naracoorte Aerodrome,2024,6,3,0.8,11.5,6.15,6.57,7.152530924
02-06-2024,26099,Naracoorte,Naracoorte Aerodrome,2024,6,2,0.1,14.7,7.4,8.3,7.471644338
01-06-2024,26099,Naracoorte,Naracoorte Aerodrome,2024,6,1,1.5,15.3,8.4,10.23,9.383316294
31-05-2024,26099,Naracoorte,Naracoorte Aerodrome,2024,5,31,10,16.9,13.45,12.46,9.732478714
30-05-2024,26099,Naracoorte,Naracoorte Aerodrome,2024,5,30,11.2,15.5,13.35,13.57,13.2549015
29-05-2024,26099,Naracoorte,Naracoorte Aerodrome,2024,5,29,7,21.3,14.15,13.29,16.59078751
28-05-2024,26099,Naracoorte,Naracoorte Aerodrome,2024,5,28,5.3,23,14.15,12.94,13.76965739
27-05-2024,26099,Naracoorte,Naracoorte Aerodrome,2024,5,27,1.6,22.3,11.95,12.01,12.56994527
26-05-2024,26099,Naracoorte,Naracoorte Aerodrome,2024,5,26,1.1,20.4,10.75,11.08,10.3346077
25-05-2024,26099,Naracoorte,Naracoorte Aerodrome,2024,5,25,1,18.8,9.9,10.89,10.20963694
24-05-2024,26099,Naracoorte,Naracoorte Aerodrome,2024,5,24,0,17.1,8.55,9.7,10.00718778
23-05-2024,26099,Naracoorte,Naracoorte Aerodrome,2024,5,23,-1.3,16.9,7.8,9.65,9.75959549
22-05-2024,26099,Naracoorte,Naracoorte Aerodrome,2024,5,22,-3.3,16.8,6.75,8.46,8.836988068
21-05-2024,26099,Naracoorte,Naracoorte Aerodrome,2024,5,21,5.8,14.2,10,10.15,10.87391752
20-05-2024,26099,Naracoorte,Naracoorte Aerodrome,2024,5,20,5.7,17.2,11.45,11.73,12.00804609
19-05-2024,26099,Naracoorte,Naracoorte Aerodrome,2024,5,19,1.4,17.9,9.65,12.21,12.3670269
18-05-2024,26099,Naracoorte,Naracoorte Aerodrome,2024,5,18,-1,15.3,7.15,9.14,10.38100713
17-05-2024,26099,Naracoorte,Naracoorte Aerodrome,2024,5,17,3.9,19.5,11.7,12.29,10.96642011
16-05-2024,26099,Naracoorte,Naracoorte Aerodrome,2024,5,16,1.3,22.6,11.95,13.26,12.91111717
15-05-2024,26099,Naracoorte,Naracoorte Aerodrome,2024,5,15,1.8,19.9,10.85,12.59,11.70805829
14-05-2024,26099,Naracoorte,Naracoorte Aerodrome,2024,5,14,8.3,18.5,13.4,12.48,11.04501432
13-05-2024,26099,Naracoorte,Naracoorte Aerodrome,2024,5,13,9.5,17.8,13.65,12.69,12.204702
12-05-2024,26099,Naracoorte,Naracoorte Aerodrome,2024,5,12,5.7,22.4,14.05,14.26,14.21382484
11-05-2024,26099,Naracoorte,Naracoorte Aerodrome,2024,5,11,8.4,21.9,15.15,14.94,13.731869
10-05-2024,26099,Naracoorte,Naracoorte Aerodrome,2024,5,10,4.7,19.3,12,14.4,13.24456749
09-05-2024,26099,Naracoorte,Naracoorte Aerodrome,2024,5,9,0.2,23.1,11.65,14.27,13.95923704
08-05-2024,26099,Naracoorte,Naracoorte Aerodrome,2024,5,8,2.1,19.7,10.9,12.58,12.60567627
07-05-2024,26099,Naracoorte,Naracoorte Aerodrome,2024,5,7,0.7,21.8,11.25,12.85,13.15900637
06-05-2024,26099,Naracoorte,Naracoorte Aerodrome,2024,5,6,5.2,21.1,13.15,12.98,12.82140439
05-05-2024,26099,Naracoorte,Naracoorte Aerodrome,2024,5,5,3.8,21.3,12.55,13.63,13.97908999
04-05-2024,26099,Naracoorte,Naracoorte Aerodrome,2024,5,4,2.6,22,12.3,13.42,13.73060188
03-05-2024,26099,Naracoorte,Naracoorte Aerodrome,2024,5,3,0.7,22.8,11.75,12.33,13.9580869
02-05-2024,26099,Naracoorte,Naracoorte Aerodrome,2024,5,2,2.1,19.5,10.8,11.74,12.67451948
01-05-2024,26099,Naracoorte,Naracoorte Aerodrome,2024,5,1,1.9,20,10.95,12,13.45367139
30-04-2024,26099,Naracoorte,Naracoorte Aerodrome,2024,4,30,3.2,15.9,9.55,11.51,11.7300532
29-04-2024,26099,Naracoorte,Naracoorte Aerodrome,2024,4,29,12.2,18.9,15.55,13.59,12.54764709
28-04-2024,26099,Naracoorte,Naracoorte Aerodrome,2024,4,28,8,22.8,15.4,14.47,16.01998927
27-04-2024,26099,Naracoorte,Naracoorte Aerodrome,2024,4,27,9.2,18.9,14.05,11.33,12.53118858
26-04-2024,26099,Naracoorte,Naracoorte Aerodrome,2024,4,26,4.3,16.9,10.6,12.43,12.45142263
25-04-2024,26099,Naracoorte,Naracoorte Aerodrome,2024,4,25,6.4,18.3,12.35,13.33,11.65855306
24-04-2024,26099,Naracoorte,Naracoorte Aerodrome,2024,4,24,3.6,17.6,10.6,12.02,12.02853483
23-04-2024,26099,Naracoorte,Naracoorte Aerodrome,2024,4,23,5.4,26.7,16.05,14.34,13.52292658
22-04-2024,26099,Naracoorte,Naracoorte Aerodrome,2024,4,22,0.3,24.7,12.5,14.27,15.3646656
21-04-2024,26099,Naracoorte,Naracoorte Aerodrome,2024,4,21,1,19.5,10.25,11.53,11.11624425
20-04-2024,26099,Naracoorte,Naracoorte Aerodrome,2024,4,20,3,20,11.5,12.55,11.59428622
19-04-2024,26099,Naracoorte,Naracoorte Aerodrome,2024,4,19,9.1,19.6,14.35,13.78,12.67686488
18-04-2024,26099,Naracoorte,Naracoorte Aerodrome,2024,4,18,4.6,18.7,11.65,12.69,13.55608584
17-04-2024,26099,Naracoorte,Naracoorte Aerodrome,2024,4,17,5.9,18.5,12.2,13.54,12.96030261
16-04-2024,26099,Naracoorte,Naracoorte Aerodrome,2024,4,16,4.9,20.9,12.9,14.45,13.38345108
15-04-2024,26099,Naracoorte,Naracoorte Aerodrome,2024,4,15,3.7,22.3,13,14.7,13.55014826
14-04-2024,26099,Naracoorte,Naracoorte Aerodrome,2024,4,14,7,22,14.5,14.31,13.72530835
13-04-2024,26099,Naracoorte,Naracoorte Aerodrome,2024,4,13,10.5,18,14.25,14.26,14.77909813
12-04-2024,26099,Naracoorte,Naracoorte Aerodrome,2024,4,12,11.6,19.5,15.55,13.49,14.09981753
11-04-2024,26099,Naracoorte,Naracoorte Aerodrome,2024,4,11,12.6,19.3,15.95,14.31,13.25255992
10-04-2024,26099,Naracoorte,Naracoorte Aerodrome,2024,4,10,11.1,20.6,15.85,14.1,14.2337382
09-04-2024,26099,Naracoorte,Naracoorte Aerodrome,2024,4,9,4.3,17.9,11.1,13.21,13.20127258
08-04-2024,26099,Naracoorte,Naracoorte Aerodrome,2024,4,8,6.6,19.2,12.9,12.62,11.64677582
07-04-2024,26099,Naracoorte,Naracoorte Aerodrome,2024,4,7,10.9,18.8,14.85,15.97,14.15453173
06-04-2024,26099,Naracoorte,Naracoorte Aerodrome,2024,4,6,6.8,24.4,15.6,16.31,17.31644402
05-04-2024,26099,Naracoorte,Naracoorte Aerodrome,2024,4,5,3.1,24.1,13.6,14.81,16.82549184
04-04-2024,26099,Naracoorte,Naracoorte Aerodrome,2024,4,4,3.8,20.8,12.3,14.45,14.62714475
03-04-2024,26099,Naracoorte,Naracoorte Aerodrome,2024,4,3,9.1,21.3,15.2,14.66,13.79939423
02-04-2024,26099,Naracoorte,Naracoorte Aerodrome,2024,4,2,12.6,19.6,16.1,15.42,14.72606112
01-04-2024,26099,Naracoorte,Naracoorte Aerodrome,2024,4,1,14.7,24.2,19.45,17.74,17.38742727
31-03-2024,26099,Naracoorte,Naracoorte Aerodrome,2024,3,31,7.7,34.3,21,23.22,24.23961665
30-03-2024,26099,Naracoorte,Naracoorte Aerodrome,2024,3,30,8.5,32.5,20.5,21.84,21.77321523
29-03-2024,26099,Naracoorte,Naracoorte Aerodrome,2024,3,29,3.8,28.1,15.95,18.62,18.97118721
28-03-2024,26099,Naracoorte,Naracoorte Aerodrome,2024,3,28,7.1,22.7,14.9,16.94,16.20739263
27-03-2024,26099,Naracoorte,Naracoorte Aerodrome,2024,3,27,5.2,24.3,14.75,16.86,15.99914958
26-03-2024,26099,Naracoorte,Naracoorte Aerodrome,2024,3,26,13.7,23.9,18.8,16.87,15.54562022
25-03-2024,26099,Naracoorte,Naracoorte Aerodrome,2024,3,25,11.2,24,17.6,16.88,15.74481036
24-03-2024,26099,Naracoorte,Naracoorte Aerodrome,2024,3,24,3.8,22.8,13.3,15.56,15.97277031
23-03-2024,26099,Naracoorte,Naracoorte Aerodrome,2024,3,23,7.2,22.8,15,15.8,14.88063711
22-03-2024,26099,Naracoorte,Naracoorte Aerodrome,2024,3,22,3.3,23.8,13.55,16.05,16.34461301
21-03-2024,26099,Naracoorte,Naracoorte Aerodrome,2024,3,21,1.6,22.5,12.05,15.09,14.97658946
20-03-2024,26099,Naracoorte,Naracoorte Aerodrome,2024,3,20,5.3,20.4,12.85,15.15,13.39627355
19-03-2024,26099,Naracoorte,Naracoorte Aerodrome,2024,3,19,17.1,25.1,21.1,18.42,15.9601621
18-03-2024,26099,Naracoorte,Naracoorte Aerodrome,2024,3,18,16.7,32.1,24.4,25,25.15632655
17-03-2024,26099,Naracoorte,Naracoorte Aerodrome,2024,3,17,18.3,28.2,23.25,24.19,23.26310565
16-03-2024,26099,Naracoorte,Naracoorte Aerodrome,2024,3,16,15.6,32.5,24.05,25.36,24.82006989
15-03-2024,26099,Naracoorte,Naracoorte Aerodrome,2024,3,15,9.4,29.6,19.5,20.92,22.13085454
14-03-2024,26099,Naracoorte,Naracoorte Aerodrome,2024,3,14,14.4,24.8,19.6,19.4,16.7816597
13-03-2024,26099,Naracoorte,Naracoorte Aerodrome,2024,3,13,16.4,22.8,19.6,21.51,17.0724528
12-03-2024,26099,Naracoorte,Naracoorte Aerodrome,2024,3,12,20.2,23.7,21.95,24.39,21.36398659
11-03-2024,26099,Naracoorte,Naracoorte Aerodrome,2024,3,11,24.1,39.7,31.9,30.69,28.78367004
10-03-2024,26099,Naracoorte,Naracoorte Aerodrome,2024,3,10,22.2,40.2,31.2,32.37,31.27643356
09-03-2024,26099,Naracoorte,Naracoorte Aerodrome,2024,3,9,13.8,40.8,27.3,30.34,31.18581352
08-03-2024,26099,Naracoorte,Naracoorte Aerodrome,2024,3,8,3.9,33.5,18.7,23.02,23.74727529
07-03-2024,26099,Naracoorte,Naracoorte Aerodrome,2024,3,7,11.6,29.9,20.75,21.37,20.40510966
06-03-2024,26099,Naracoorte,Naracoorte Aerodrome,2024,3,6,14.5,31.3,22.9,23.72,21.06546427
05-03-2024,26099,Naracoorte,Naracoorte Aerodrome,2024,3,5,6.9,33.6,20.25,23.82,22.87032916
04-03-2024,26099,Naracoorte,Naracoorte Aerodrome,2024,3,4,3.2,28.6,15.9,19.51,19.37640915
03-03-2024,26099,Naracoorte,Naracoorte Aerodrome,2024,3,3,4.2,23.7,13.95,17.08,15.68613904
02-03-2024,26099,Naracoorte,Naracoorte Aerodrome,2024,3,2,10.6,25.3,17.95,18.29,16.34045181
01-03-2024,26099,Naracoorte,Naracoorte Aerodrome,2024,3,1,8.8,27.3,18.05,19.44,18.98048108
29-02-2024,26099,Naracoorte,Naracoorte Aerodrome,2024,2,29,16,28.3,22.15,19.35,18.49653206
28-02-2024,26099,Naracoorte,Naracoorte Aerodrome,2024,2,28,16.3,36.5,26.4,24.44,22.67809385
27-02-2024,26099,Naracoorte,Naracoorte Aerodrome,2024,2,27,5.2,34.3,19.75,24.69,27.63657214
26-02-2024,26099,Naracoorte,Naracoorte Aerodrome,2024,2,26,11.4,26.8,19.1,20.14,19.13590775
25-02-2024,26099,Naracoorte,Naracoorte Aerodrome,2024,2,25,8.7,27.3,18,20.54,19.83330688
24-02-2024,26099,Naracoorte,Naracoorte Aerodrome,2024,2,24,12.4,27.4,19.9,19.97,19.77788378
23-02-2024,26099,Naracoorte,Naracoorte Aerodrome,2024,2,23,12.2,21,16.6,17.69,16.16189219
22-02-2024,26099,Naracoorte,Naracoorte Aerodrome,2024,2,22,23.9,33.3,28.6,24.8,21.73284111
21-02-2024,26099,Naracoorte,Naracoorte Aerodrome,2024,2,21,13.2,37.5,25.35,29.66,30.56345838
20-02-2024,26099,Naracoorte,Naracoorte Aerodrome,2024,2,20,15,26.5,20.75,22.63,22.75492249
19-02-2024,26099,Naracoorte,Naracoorte Aerodrome,2024,2,19,8.7,33,20.85,23.53,22.94064229
18-02-2024,26099,Naracoorte,Naracoorte Aerodrome,2024,2,18,8.4,30.7,19.55,21.2,20.40944125
17-02-2024,26099,Naracoorte,Naracoorte Aerodrome,2024,2,17,8.2,32.5,20.35,22.35,21.26836166
16-02-2024,26099,Naracoorte,Naracoorte Aerodrome,2024,2,16,6.6,29.8,18.2,21.12,20.84216779
15-02-2024,26099,Naracoorte,Naracoorte Aerodrome,2024,2,15,4,25.3,14.65,18.08,17.72509791
14-02-2024,26099,Naracoorte,Naracoorte Aerodrome,2024,2,14,7.8,23.6,15.7,17.51,15.55359484
13-02-2024,26099,Naracoorte,Naracoorte Aerodrome,2024,2,13,15.8,29.1,22.45,21.35,18.7266187
12-02-2024,26099,Naracoorte,Naracoorte Aerodrome,2024,2,12,10.3,36.5,23.4,25.75,25.13383064
11-02-2024,26099,Naracoorte,Naracoorte Aerodrome,2024,2,11,7.8,34.4,21.1,24.59,23.03550746
10-02-2024,26099,Naracoorte,Naracoorte Aerodrome,2024,2,10,12.9,30,21.45,21.62,20.7860822
09-02-2024,26099,Naracoorte,Naracoorte Aerodrome,2024,2,9,8.3,28.2,18.25,20.34,19.48346736
08-02-2024,26099,Naracoorte,Naracoorte Aerodrome,2024,2,8,6.2,28.6,17.4,20.32,18.99540227
07-02-2024,26099,Naracoorte,Naracoorte Aerodrome,2024,2,7,6.8,26,16.4,19.18,17.72422371
06-02-2024,26099,Naracoorte,Naracoorte Aerodrome,2024,2,6,6,24.6,15.3,17.98,17.34372864
05-02-2024,26099,Naracoorte,Naracoorte Aerodrome,2024,2,5,14.9,25.6,20.25,18.69,17.04131406
04-02-2024,26099,Naracoorte,Naracoorte Aerodrome,2024,2,4,10.3,39.4,24.85,26.26,24.91812477
03-02-2024,26099,Naracoorte,Naracoorte Aerodrome,2024,2,3,7.7,33.5,20.6,23.05,22.72539609
02-02-2024,26099,Naracoorte,Naracoorte Aerodrome,2024,2,2,14,27.2,20.6,19.9,18.50898768
01-02-2024,26099,Naracoorte,Naracoorte Aerodrome,2024,2,1,10.3,26.9,18.6,19.4,19.55974477
31-01-2024,26099,Naracoorte,Naracoorte Aerodrome,2024,1,31,7,26.5,16.75,19.35,18.39074923
30-01-2024,26099,Naracoorte,Naracoorte Aerodrome,2024,1,30,11.7,28,19.85,19.83,18.6168705
29-01-2024,26099,Naracoorte,Naracoorte Aerodrome,2024,1,29,10.1,28.6,19.35,22.11,20.57156525
28-01-2024,26099,Naracoorte,Naracoorte Aerodrome,2024,1,28,12,28.1,20.05,20.7,20.32429784
27-01-2024,26099,Naracoorte,Naracoorte Aerodrome,2024,1,27,8.4,23.6,16,18.01,17.52018255
26-01-2024,26099,Naracoorte,Naracoorte Aerodrome,2024,1,26,14.8,23.9,19.35,18.25,16.85993029
25-01-2024,26099,Naracoorte,Naracoorte Aerodrome,2024,1,25,14.9,21.2,18.05,19.26,18.22947083
24-01-2024,26099,Naracoorte,Naracoorte Aerodrome,2024,1,24,16.7,30.3,23.5,22.44,21.39122098
23-01-2024,26099,Naracoorte,Naracoorte Aerodrome,2024,1,23,11,37.8,24.4,25.63,25.91233406
22-01-2024,26099,Naracoorte,Naracoorte Aerodrome,2024,1,22,6.6,27.4,17,20.2,20.45551135
21-01-2024,26099,Naracoorte,Naracoorte Aerodrome,2024,1,21,12.2,24.1,18.15,18.62,17.25501086
20-01-2024,26099,Naracoorte,Naracoorte Aerodrome,2024,1,20,14.5,33.6,24.05,23.28,21.86494408
19-01-2024,26099,Naracoorte,Naracoorte Aerodrome,2024,1,19,12,27.3,19.65,20.36,20.3424825
18-01-2024,26099,Naracoorte,Naracoorte Aerodrome,2024,1,18,11.2,22,16.6,17.07,15.52972755
17-01-2024,26099,Naracoorte,Naracoorte Aerodrome,2024,1,17,13,21,17,17.18,16.08598289
16-01-2024,26099,Naracoorte,Naracoorte Aerodrome,2024,1,16,20.6,35,27.8,26.29,22.17476107
15-01-2024,26099,Naracoorte,Naracoorte Aerodrome,2024,1,15,10.5,32.2,21.35,24.34,25.61550293
14-01-2024,26099,Naracoorte,Naracoorte Aerodrome,2024,1,14,11.2,25.6,18.4,19.44,19.21707815
13-01-2024,26099,Naracoorte,Naracoorte Aerodrome,2024,1,13,15,23.3,19.15,21.46,16.87016322
12-01-2024,26099,Naracoorte,Naracoorte Aerodrome,2024,1,12,11.9,35.2,23.55,25.8,24.23653882
11-01-2024,26099,Naracoorte,Naracoorte Aerodrome,2024,1,11,10.3,28.8,19.55,22.14,21.67201131
10-01-2024,26099,Naracoorte,Naracoorte Aerodrome,2024,1,10,15.3,24.5,19.9,19.04,18.03038877
09-01-2024,26099,Naracoorte,Naracoorte Aerodrome,2024,1,9,15.2,26.6,20.9,20.23,19.7661822
08-01-2024,26099,Naracoorte,Naracoorte Aerodrome,2024,1,8,16.6,22.3,19.45,19.27,17.71247571
07-01-2024,26099,Naracoorte,Naracoorte Aerodrome,2024,1,7,20.2,25.6,22.9,23.14,19.93404477
06-01-2024,26099,Naracoorte,Naracoorte Aerodrome,2024,1,6,16.5,32.5,24.5,25.58,24.23971265
05-01-2024,26099,Naracoorte,Naracoorte Aerodrome,2024,1,5,13.8,32,22.9,25.39,24.45271009
04-01-2024,26099,Naracoorte,Naracoorte Aerodrome,2024,1,4,16.7,28,22.35,22.68,20.23325183
03-01-2024,26099,Naracoorte,Naracoorte Aerodrome,2024,1,3,19.1,29.6,24.35,25.6,22.10917689
02-01-2024,26099,Naracoorte,Naracoorte Aerodrome,2024,1,2,14.6,33,23.8,25.69,23.14918607
01-01-2024,26099,Naracoorte,Naracoorte Aerodrome,2024,1,1,9.9,28.9,19.4,22.12,20.48590177
31-12-2023,26099,Naracoorte,Naracoorte Aerodrome,2023,12,31,7.1,26.1,16.6,19.27,17.95822487
30-12-2023,26099,Naracoorte,Naracoorte Aerodrome,2023,12,30,11.3,21.9,16.6,16.53,14.67710711
29-12-2023,26099,Naracoorte,Naracoorte Aerodrome,2023,12,29,10.4,23.9,17.15,17.14,16.20481898
28-12-2023,26099,Naracoorte,Naracoorte Aerodrome,2023,12,28,14.6,24.6,19.6,18.93,17.01192945
27-12-2023,26099,Naracoorte,Naracoorte Aerodrome,2023,12,27,15.1,25.4,20.25,20.18,17.86736259
26-12-2023,26099,Naracoorte,Naracoorte Aerodrome,2023,12,26,14.4,23.8,19.1,19.44,18.45146459
25-12-2023,26099,Naracoorte,Naracoorte Aerodrome,2023,12,25,12.7,17.9,15.3,16.3,16.61429621
24-12-2023,26099,Naracoorte,Naracoorte Aerodrome,2023,12,24,10.8,22.5,16.65,16.39,13.96061796
23-12-2023,26099,Naracoorte,Naracoorte Aerodrome,2023,12,23,9,29,19,22.11,20.01616821
22-12-2023,26099,Naracoorte,Naracoorte Aerodrome,2023,12,22,10.1,28,19.05,21.47,19.75710513
21-12-2023,26099,Naracoorte,Naracoorte Aerodrome,2023,12,21,7.5,26.1,16.8,18.98,17.90288569
20-12-2023,26099,Naracoorte,Naracoorte Aerodrome,2023,12,20,4.9,21.3,13.1,15.93,15.65019188
19-12-2023,26099,Naracoorte,Naracoorte Aerodrome,2023,12,19,9.7,21.3,15.5,16.32,14.9788859
18-12-2023,26099,Naracoorte,Naracoorte Aerodrome,2023,12,18,15.5,29.5,22.5,20.62,17.25070343
17-12-2023,26099,Naracoorte,Naracoorte Aerodrome,2023,12,17,8,25.9,16.95,18.57,19.47183189
16-12-2023,26099,Naracoorte,Naracoorte Aerodrome,2023,12,16,9,21.9,15.45,15.84,15.01608175
15-12-2023,26099,Naracoorte,Naracoorte Aerodrome,2023,12,15,9,22.2,15.6,15.61,14.95324987
14-12-2023,26099,Naracoorte,Naracoorte Aerodrome,2023,12,14,15.3,22.6,18.95,17.43,15.83489062
13-12-2023,26099,Naracoorte,Naracoorte Aerodrome,2023,12,13,15.4,30.2,22.8,21.54,19.36534398
12-12-2023,26099,Naracoorte,Naracoorte Aerodrome,2023,12,12,16.2,36.2,26.2,23.6,23.96738586
11-12-2023,26099,Naracoorte,Naracoorte Aerodrome,2023,12,11,12.5,27.6,20.05,20.81,22.90399259
10-12-2023,26099,Naracoorte,Naracoorte Aerodrome,2023,12,10,11.9,17.6,14.75,15.85,16.35120672
09-12-2023,26099,Naracoorte,Naracoorte Aerodrome,2023,12,9,14.5,15.3,14.9,15.34,13.3144235
08-12-2023,26099,Naracoorte,Naracoorte Aerodrome,2023,12,8,14.4,34.3,24.35,24.78,22.85293159
07-12-2023,26099,Naracoorte,Naracoorte Aerodrome,2023,12,7,10.2,30.5,20.35,20.97,23.28492762
06-12-2023,26099,Naracoorte,Naracoorte Aerodrome,2023,12,6,10.5,26.8,18.65,18.52,18.59695778
05-12-2023,26099,Naracoorte,Naracoorte Aerodrome,2023,12,5,11.7,29.6,20.65,20.11,18.50344874
04-12-2023,26099,Naracoorte,Naracoorte Aerodrome,2023,12,4,13.4,34.1,23.75,22.5,21.09403254
03-12-2023,26099,Naracoorte,Naracoorte Aerodrome,2023,12,3,5,26.6,15.8,18.24,19.25856043
02-12-2023,26099,Naracoorte,Naracoorte Aerodrome,2023,12,2,13.8,22.7,18.25,16.77,14.04793447
01-12-2023,26099,Naracoorte,Naracoorte Aerodrome,2023,12,1,7.9,23.2,15.55,17.44,16.67292938
30-11-2023,26099,Naracoorte,Naracoorte Aerodrome,2023,11,30,12.1,25.2,18.65,18.92,17.76282272
29-11-2023,26099,Naracoorte,Naracoorte Aerodrome,2023,11,29,14.3,23.2,18.75,18.61,17.21496544
28-11-2023,26099,Naracoorte,Naracoorte Aerodrome,2023,11,28,9.8,27.7,18.75,18.19,18.9713576
27-11-2023,26099,Naracoorte,Naracoorte Aerodrome,2023,11,27,10.5,22.3,16.4,16.31,14.66593641
26-11-2023,26099,Naracoorte,Naracoorte Aerodrome,2023,11,26,11.3,20.2,15.75,16.21,15.14920387
25-11-2023,26099,Naracoorte,Naracoorte Aerodrome,2023,11,25,14.6,18.2,16.4,16.19,15.90917867
24-11-2023,26099,Naracoorte,Naracoorte Aerodrome,2023,11,24,14.7,27,20.85,18.03,17.42326508
23-11-2023,26099,Naracoorte,Naracoorte Aerodrome,2023,11,23,7.5,25,16.25,19.91,20.12795156
22-11-2023,26099,Naracoorte,Naracoorte Aerodrome,2023,11,22,11.6,26.2,18.9,18.54,16.83579343
21-11-2023,26099,Naracoorte,Naracoorte Aerodrome,2023,11,21,7.1,23.2,15.15,17.85,17.23884735
20-11-2023,26099,Naracoorte,Naracoorte Aerodrome,2023,11,20,8.7,26.4,17.55,18.47,17.68629926
19-11-2023,26099,Naracoorte,Naracoorte Aerodrome,2023,11,19,6,26.6,16.3,18.06,17.65852191
18-11-2023,26099,Naracoorte,Naracoorte Aerodrome,2023,11,18,2.3,25.3,13.8,17.82,16.80453326
17-11-2023,26099,Naracoorte,Naracoorte Aerodrome,2023,11,17,2.8,23.4,13.1,15.27,14.62705638
16-11-2023,26099,Naracoorte,Naracoorte Aerodrome,2023,11,16,12.2,21.4,16.8,14.64,13.79092051
15-11-2023,26099,Naracoorte,Naracoorte Aerodrome,2023,11,15,6.6,22.8,14.7,15.48,15.00259679
14-11-2023,26099,Naracoorte,Naracoorte Aerodrome,2023,11,14,10.8,19.4,15.1,15.99,14.51222509
13-11-2023,26099,Naracoorte,Naracoorte Aerodrome,2023,11,13,5.4,22.4,13.9,16.02,14.90357869
12-11-2023,26099,Naracoorte,Naracoorte Aerodrome,2023,11,12,4.5,20.2,12.35,14.77,13.16071726
11-11-2023,26099,Naracoorte,Naracoorte Aerodrome,2023,11,11,13.5,22.2,17.85,16.54,14.65974452
10-11-2023,26099,Naracoorte,Naracoorte Aerodrome,2023,11,10,6.8,37.6,22.2,25.68,23.97011274
09-11-2023,26099,Naracoorte,Naracoorte Aerodrome,2023,11,9,9.7,25.6,17.65,18.4,18.65544662
08-11-2023,26099,Naracoorte,Naracoorte Aerodrome,2023,11,8,6.6,24.8,15.7,17.64,16.89213651
07-11-2023,26099,Naracoorte,Naracoorte Aerodrome,2023,11,7,8,28.6,18.3,19.41,17.91680425
06-11-2023,26099,Naracoorte,Naracoorte Aerodrome,2023,11,6,8,30.1,19.05,21.02,18.88073311
05-11-2023,26099,Naracoorte,Naracoorte Aerodrome,2023,11,5,5.3,27,16.15,18.48,19.11293182
04-11-2023,26099,Naracoorte,Naracoorte Aerodrome,2023,11,4,5.8,21.6,13.7,14.56,13.73741875
03-11-2023,26099,Naracoorte,Naracoorte Aerodrome,2023,11,3,4.1,22.4,13.25,15.69,13.88714625
02-11-2023,26099,Naracoorte,Naracoorte Aerodrome,2023,11,2,0.8,22.2,11.5,13.99,13.55073954
01-11-2023,26099,Naracoorte,Naracoorte Aerodrome,2023,11,1,1.5,19.5,10.5,14.01,12.64064115
31-10-2023,26099,Naracoorte,Naracoorte Aerodrome,2023,10,31,2.9,18,10.45,12.14,11.69146245
30-10-2023,26099,Naracoorte,Naracoorte Aerodrome,2023,10,30,10.2,18.7,14.45,13.32,11.83578644
29-10-2023,26099,Naracoorte,Naracoorte Aerodrome,2023,10,29,0.9,21.7,11.3,13.4,14.45712242
28-10-2023,26099,Naracoorte,Naracoorte Aerodrome,2023,10,28,5.4,28.2,16.8,15.82,13.74397367
27-10-2023,26099,Naracoorte,Naracoorte Aerodrome,2023,10,27,-1.3,22.8,10.75,14.55,15.37415403
26-10-2023,26099,Naracoorte,Naracoorte Aerodrome,2023,10,26,1.1,18.6,9.85,11.48,10.62712123
25-10-2023,26099,Naracoorte,Naracoorte Aerodrome,2023,10,25,3,15.6,9.3,10,9.220768865
24-10-2023,26099,Naracoorte,Naracoorte Aerodrome,2023,10,24,12.2,18.2,15.2,13.93,11.55356496
23-10-2023,26099,Naracoorte,Naracoorte Aerodrome,2023,10,23,3.7,22.9,13.3,15.54,17.10698026
22-10-2023,26099,Naracoorte,Naracoorte Aerodrome,2023,10,22,9.3,17.5,13.4,12.76,11.56218745
21-10-2023,26099,Naracoorte,Naracoorte Aerodrome,2023,10,21,13.5,18.5,16,13.65,12.44485499
20-10-2023,26099,Naracoorte,Naracoorte Aerodrome,2023,10,20,15.4,32.7,24.05,20.54,19.30230293
19-10-2023,26099,Naracoorte,Naracoorte Aerodrome,2023,10,19,7,30,18.5,20.47,20.35566991
18-10-2023,26099,Naracoorte,Naracoorte Aerodrome,2023,10,18,2.2,26,14.1,17.53,17.43661524
